name,psnr,ssim,lpips,clip_similarity
animal/animal_01.png,35.83214569091797,0.9758146405220032,0.01541490014642477,0.9958317279815674
animal/animal_02.png,37.322174072265625,0.974159300327301,0.03339715301990509,0.9916855692863464
animal/animal_03.png,37.17591857910156,0.9817336201667786,0.01865285634994507,0.9895331859588623
animal/animal_04.png,35.209991455078125,0.9082169532775879,0.10347307473421097,0.9788426160812378
animal/animal_05.png,36.69818878173828,0.9723560810089111,0.03412116691470146,0.9800476431846619
animal/animal_06.png,38.265716552734375,0.9874188303947449,0.009670156985521317,0.9971902370452881
animal/animal_07.png,33.22606658935547,0.8937685489654541,0.2569066882133484,0.9731084704399109
animal/animal_08.png,34.26194763183594,0.9283787608146667,0.08537355810403824,0.954221785068512
animal/animal_09.png,36.84642791748047,0.9755364060401917,0.022125115618109703,0.98599773645401
animal/animal_10.png,34.02760696411133,0.9218900799751282,0.13220714032649994,0.9479466676712036
camera/camera_01.png,34.789424896240234,0.9441855549812317,0.1103639155626297,0.9167361259460449
camera/camera_02.png,37.0573844909668,0.9792701601982117,0.026152973994612694,0.9726088047027588
camera/camera_03.png,36.59153366088867,0.9742947220802307,0.02071044221520424,0.9671397805213928
camera/camera_04.png,34.60850524902344,0.9220154881477356,0.1937466561794281,0.9285221695899963
camera/camera_05.png,35.15912628173828,0.9395766854286194,0.07030051946640015,0.9452670812606812
camera/camera_06.png,34.9263916015625,0.949066162109375,0.09512180089950562,0.9467291831970215
camera/camera_07.png,33.70694351196289,0.9245842099189758,0.14264357089996338,0.8773125410079956
camera/camera_08.png,34.985023498535156,0.946997344493866,0.0831255093216896,0.9548934698104858
camera/camera_09.png,36.621585845947266,0.972296953201294,0.027635449543595314,0.9874155521392822
camera/camera_10.png,35.0966911315918,0.9312195777893066,0.09484310448169708,0.9676516652107239
face/face_01.png,34.37401580810547,0.9182302355766296,0.14307887852191925,0.8876566886901855
face/face_02.png,35.73700714111328,0.9669772982597351,0.025097325444221497,0.9627566337585449
face/face_03.png,35.12158203125,0.929760754108429,0.053011368960142136,0.975317656993866
face/face_04.png,35.02094650268555,0.9228239059448242,0.17430569231510162,0.8717129230499268
face/face_05.png,33.342811584472656,0.9041737914085388,0.14618562161922455,0.9029195308685303
face/face_06.png,35.773338317871094,0.931605875492096,0.07645532488822937,0.957720935344696
face/face_07.png,35.72650146484375,0.9428722262382507,0.07780648022890091,0.9645478129386902
face/face_08.png,35.339111328125,0.9452977776527405,0.09250458329916,0.9486210346221924
face/face_09.png,35.43232727050781,0.9406479001045227,0.07026441395282745,0.9363852739334106
face/face_10.png,34.540443420410156,0.930576503276825,0.1025029718875885,0.9107981324195862
human_environment/human_environment_01.png,34.88139724731445,0.9383633732795715,0.06561097502708435,0.9924002885818481
human_environment/human_environment_02.png,34.58372116088867,0.9323771595954895,0.10922461748123169,0.9869425296783447
human_environment/human_environment_03.png,35.43339538574219,0.9356534481048584,0.0336216501891613,0.9383326768875122
human_environment/human_environment_04.png,37.02091598510742,0.9673131108283997,0.04982937127351761,0.986930251121521
human_environment/human_environment_05.png,35.53512191772461,0.9167961478233337,0.06904342770576477,0.9617283344268799
human_environment/human_environment_06.png,36.98429870605469,0.9764160513877869,0.00945807434618473,0.9719060063362122
human_environment/human_environment_07.png,36.248268127441406,0.9520613551139832,0.06026458367705345,0.9751920700073242
human_environment/human_environment_08.png,33.810028076171875,0.8906553387641907,0.19240215420722961,0.9556536674499512
human_environment/human_environment_09.png,34.7249641418457,0.784519374370575,0.10954545438289642,0.9519042372703552
human_environment/human_environment_10.png,36.587921142578125,0.949038565158844,0.04317189380526543,0.9494757056236267
multi_human/multi_human_01.png,34.55918502807617,0.9263262152671814,0.07179584354162216,0.9849847555160522
multi_human/multi_human_02.png,35.36387634277344,0.9451072812080383,0.049846649169921875,0.9724799990653992
multi_human/multi_human_03.png,34.73332977294922,0.9385090470314026,0.10078220069408417,0.9672942757606506
multi_human/multi_human_04.png,36.13868713378906,0.9113141894340515,0.038955315947532654,0.9704871773719788
multi_human/multi_human_05.png,36.183284759521484,0.9649119973182678,0.03262840211391449,0.9914827346801758
multi_human/multi_human_06.png,37.19890594482422,0.9702332615852356,0.015667354688048363,0.9830991625785828
multi_human/multi_human_07.png,35.44657897949219,0.9245865941047668,0.04725765436887741,0.9752494692802429
multi_human/multi_human_08.png,33.82358169555664,0.8979552388191223,0.2742694914340973,0.9570311903953552
multi_human/multi_human_09.png,37.435543060302734,0.992022693157196,0.013842757791280746,0.9965032935142517
multi_human/multi_human_10.png,36.45991897583008,0.9038066864013672,0.034761764109134674,0.9802345633506775
